simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
522,2026-01-25T19:44:06.073679,20.08,"{""Fast-Inference"": 0.41811523655506744, ""Standard-Inference"": 0.20189642575324923, ""Complex-Inference"": 0.18883429614336852, ""Ensemble-Inference"": 0.19115404154831472}",0.509,97,"{""3"": 16, ""1"": 23, ""0"": 41, ""2"": 17}",55045,5.93,143.58,24.23,1.4802,16.37,1,1048,1049
523,2026-01-25T19:44:18.351312,27.77,"{""Fast-Inference"": 0.40866964402619554, ""Standard-Inference"": 0.21474009147795248, ""Complex-Inference"": 0.2098897397089325, ""Ensemble-Inference"": 0.16670052478691944}",0.447,100,"{""0"": 40, ""2"": 25, ""1"": 22, ""3"": 13}",53614,6.24,152.78,24.49,1.5278,16.03,1,1050,1051
524,2026-01-25T19:44:30.096251,13.0,"{""Fast-Inference"": 0.40825344738788333, ""Standard-Inference"": 0.20597799206904774, ""Complex-Inference"": 0.20962823926238222, ""Ensemble-Inference"": 0.1761403212806868}",0.375,100,"{""1"": 16, ""0"": 40, ""2"": 19, ""3"": 25}",67109,5.93,146.02,24.64,1.4602,16.87,1,1052,1053
525,2026-01-25T19:44:42.138258,29.0,"{""Fast-Inference"": 0.4236839757809022, ""Standard-Inference"": 0.19182739108076274, ""Complex-Inference"": 0.1857476645931617, ""Ensemble-Inference"": 0.1987409685451732}",0.878,99,"{""1"": 22, ""3"": 27, ""0"": 34, ""2"": 16}",66048,5.93,144.05,24.29,1.455,16.7,1,1054,1055
526,2026-01-25T19:44:54.319929,8.58,"{""Fast-Inference"": 0.4141186492877367, ""Standard-Inference"": 0.18597635836095738, ""Complex-Inference"": 0.19986060270300565, ""Ensemble-Inference"": 0.20004438964830035}",0.734,87,"{""0"": 30, ""3"": 22, ""2"": 15, ""1"": 20}",64444,6.21,149.6,24.07,1.7195,14.0,1,1056,1057
527,2026-01-25T19:45:06.316726,29.14,"{""Fast-Inference"": 0.42867456254354425, ""Standard-Inference"": 0.18709834305711465, ""Complex-Inference"": 0.1772038286160431, ""Ensemble-Inference"": 0.20702326578329805}",0.59,100,"{""2"": 21, ""0"": 45, ""1"": 16, ""3"": 18}",66205,6.23,153.68,24.66,1.5368,16.05,1,1058,1059
528,2026-01-25T19:45:18.157037,15.46,"{""Fast-Inference"": 0.39483862971309763, ""Standard-Inference"": 0.19680332178095322, ""Complex-Inference"": 0.2157799241577755, ""Ensemble-Inference"": 0.19257812434817367}",0.858,100,"{""2"": 15, ""0"": 35, ""1"": 23, ""3"": 27}",72702,5.94,142.68,24.03,1.4268,16.84,1,1060,1061
529,2026-01-25T19:45:30.369731,9.44,"{""Fast-Inference"": 0.4393373051508415, ""Standard-Inference"": 0.17831808957543654, ""Complex-Inference"": 0.2040281922148986, ""Ensemble-Inference"": 0.17831641305882337}",0.825,100,"{""3"": 17, ""0"": 47, ""1"": 22, ""2"": 14}",58804,6.24,150.98,24.21,1.5098,16.04,1,1062,1063
530,2026-01-25T19:45:42.100150,26.7,"{""Fast-Inference"": 0.36664097687391856, ""Standard-Inference"": 0.18695154656827934, ""Complex-Inference"": 0.22151703014803895, ""Ensemble-Inference"": 0.2248904464097632}",0.978,100,"{""1"": 19, ""0"": 38, ""3"": 23, ""2"": 20}",76433,5.93,144.11,24.3,1.4411,16.87,1,1064,1065
531,2026-01-25T19:45:54.284865,24.51,"{""Fast-Inference"": 0.3858907671644243, ""Standard-Inference"": 0.2286855005351754, ""Complex-Inference"": 0.20120100915076328, ""Ensemble-Inference"": 0.184222723149637}",0.955,88,"{""3"": 19, ""0"": 30, ""2"": 21, ""1"": 18}",67559,6.21,150.95,24.29,1.7153,14.16,1,1066,1067
532,2026-01-25T19:46:06.069260,13.43,"{""Fast-Inference"": 0.372867050686938, ""Standard-Inference"": 0.2133475136923552, ""Complex-Inference"": 0.21935835147332228, ""Ensemble-Inference"": 0.19442708414738458}",0.338,89,"{""1"": 15, ""3"": 16, ""2"": 26, ""0"": 32}",58369,5.91,142.23,24.06,1.598,15.05,1,1068,1069
533,2026-01-25T19:46:18.151610,5.18,"{""Fast-Inference"": 0.4147144220468974, ""Standard-Inference"": 0.2110350842611991, ""Complex-Inference"": 0.19956108740166376, ""Ensemble-Inference"": 0.17468940629023977}",0.306,100,"{""3"": 19, ""2"": 24, ""0"": 41, ""1"": 16}",59938,5.93,144.81,24.42,1.4481,16.86,1,1070,1071
534,2026-01-25T19:46:30.349335,16.88,"{""Fast-Inference"": 0.3793843636281488, ""Standard-Inference"": 0.19954811445589335, ""Complex-Inference"": 0.2094177201961455, ""Ensemble-Inference"": 0.21164980171981235}",0.498,90,"{""0"": 36, ""3"": 12, ""2"": 16, ""1"": 26}",47134,6.21,147.26,23.71,1.6362,14.49,1,1072,1073
535,2026-01-25T19:46:42.352674,13.19,"{""Fast-Inference"": 0.35572203451099355, ""Standard-Inference"": 0.21306503441668437, ""Complex-Inference"": 0.21409058093311376, ""Ensemble-Inference"": 0.2171223501392083}",0.513,100,"{""0"": 36, ""3"": 23, ""2"": 25, ""1"": 16}",69246,6.24,150.19,24.08,1.5019,16.03,1,1074,1075
536,2026-01-25T19:46:54.371129,11.29,"{""Fast-Inference"": 0.41851182734574605, ""Standard-Inference"": 0.202147436049809, ""Complex-Inference"": 0.19129879666128352, ""Ensemble-Inference"": 0.1880419399431614}",0.437,100,"{""2"": 16, ""0"": 41, ""3"": 23, ""1"": 20}",69034,6.24,153.0,24.54,1.53,16.04,1,1076,1077
537,2026-01-25T19:47:06.321759,22.87,"{""Fast-Inference"": 0.40976128506712484, ""Standard-Inference"": 0.20308054701166614, ""Complex-Inference"": 0.19437771649798624, ""Ensemble-Inference"": 0.19278045142322286}",0.807,90,"{""3"": 28, ""2"": 8, ""0"": 40, ""1"": 14}",62789,6.22,147.49,23.72,1.6388,14.48,1,1078,1079
538,2026-01-25T19:47:18.316309,22.55,"{""Fast-Inference"": 0.3822065703532607, ""Standard-Inference"": 0.18235195468209042, ""Complex-Inference"": 0.2250170681983506, ""Ensemble-Inference"": 0.21042440676629837}",0.811,100,"{""2"": 21, ""0"": 45, ""1"": 16, ""3"": 18}",57580,6.24,151.34,24.27,1.5134,16.04,1,1080,1081
539,2026-01-25T19:47:30.347911,7.32,"{""Fast-Inference"": 0.421776740220775, ""Standard-Inference"": 0.17249521014452968, ""Complex-Inference"": 0.19349878982946472, ""Ensemble-Inference"": 0.21222925980523052}",0.404,100,"{""1"": 16, ""3"": 27, ""2"": 18, ""0"": 39}",71737,6.23,149.12,23.93,1.4912,16.05,1,1082,1083
540,2026-01-25T19:47:42.097748,7.65,"{""Fast-Inference"": 0.36921668746106745, ""Standard-Inference"": 0.2187081734486686, ""Complex-Inference"": 0.19209764344435262, ""Ensemble-Inference"": 0.2199774956459114}",0.969,100,"{""2"": 19, ""3"": 16, ""0"": 36, ""1"": 29}",65806,5.93,147.35,24.83,1.4735,16.85,1,1084,1085
541,2026-01-25T19:47:54.088355,22.35,"{""Fast-Inference"": 0.3748509761587132, ""Standard-Inference"": 0.205857598462895, ""Complex-Inference"": 0.19760955926049903, ""Ensemble-Inference"": 0.22168186611789276}",0.473,74,"{""0"": 32, ""2"": 21, ""1"": 13, ""3"": 8}",43471,5.89,143.84,24.44,1.9438,12.57,1,1086,1087
542,2026-01-25T19:48:06.072998,14.36,"{""Fast-Inference"": 0.38949087911054275, ""Standard-Inference"": 0.22125253798699804, ""Complex-Inference"": 0.17265106273856648, ""Ensemble-Inference"": 0.2166055201638927}",0.816,100,"{""0"": 39, ""2"": 20, ""1"": 20, ""3"": 21}",69038,5.93,139.66,23.55,1.3966,16.87,1,1088,1089
543,2026-01-25T19:48:18.137707,19.13,"{""Fast-Inference"": 0.40289018600437326, ""Standard-Inference"": 0.21252383742102932, ""Complex-Inference"": 0.19463720269430598, ""Ensemble-Inference"": 0.18994877388029147}",0.309,98,"{""1"": 28, ""0"": 41, ""3"": 13, ""2"": 16}",50424,5.92,141.1,23.83,1.4398,16.55,1,1090,1091
544,2026-01-25T19:48:30.331091,17.89,"{""Fast-Inference"": 0.39616732072906724, ""Standard-Inference"": 0.18759086545259612, ""Complex-Inference"": 0.19402167382925614, ""Ensemble-Inference"": 0.2222201399890805}",0.466,100,"{""2"": 23, ""1"": 17, ""3"": 19, ""0"": 41}",64453,6.23,148.68,23.85,1.4868,16.04,1,1092,1093
545,2026-01-25T19:48:42.347198,26.05,"{""Fast-Inference"": 0.3804443412493741, ""Standard-Inference"": 0.17517713258726303, ""Complex-Inference"": 0.22279664189499293, ""Ensemble-Inference"": 0.22158188426836992}",0.728,99,"{""0"": 32, ""3"": 24, ""2"": 27, ""1"": 16}",79240,6.23,151.04,24.25,1.5257,15.89,1,1094,1095
546,2026-01-25T19:48:54.314211,25.47,"{""Fast-Inference"": 0.39741115326674353, ""Standard-Inference"": 0.1977871080474377, ""Complex-Inference"": 0.20446990630058198, ""Ensemble-Inference"": 0.2003318323852368}",0.389,100,"{""1"": 21, ""0"": 38, ""3"": 17, ""2"": 24}",64374,6.23,154.43,24.79,1.5443,16.05,1,1096,1097
547,2026-01-25T19:49:06.341686,13.98,"{""Fast-Inference"": 0.4313480255318378, ""Standard-Inference"": 0.16914626481957112, ""Complex-Inference"": 0.2191466257246248, ""Ensemble-Inference"": 0.18035908392396627}",0.78,87,"{""0"": 33, ""1"": 18, ""2"": 21, ""3"": 15}",56280,6.21,149.8,24.11,1.7219,14.0,1,1098,1099
548,2026-01-25T19:49:18.316690,25.53,"{""Fast-Inference"": 0.36458337813296404, ""Standard-Inference"": 0.2053848502872808, ""Complex-Inference"": 0.21431593966535686, ""Ensemble-Inference"": 0.21571583191439833}",0.755,100,"{""3"": 26, ""1"": 20, ""0"": 39, ""2"": 15}",71001,6.23,145.36,23.32,1.4536,16.04,1,1100,1101
549,2026-01-25T19:49:30.344239,13.3,"{""Fast-Inference"": 0.38741636600748747, ""Standard-Inference"": 0.2235342635361122, ""Complex-Inference"": 0.18355443971276952, ""Ensemble-Inference"": 0.20549493074363073}",0.322,92,"{""1"": 19, ""2"": 16, ""0"": 36, ""3"": 21}",56028,6.22,147.53,23.72,1.6035,14.79,1,1102,1103
550,2026-01-25T19:49:42.137322,13.26,"{""Fast-Inference"": 0.4123582184379119, ""Standard-Inference"": 0.17979004541505686, ""Complex-Inference"": 0.21094017927687253, ""Ensemble-Inference"": 0.1969115568701588}",0.368,100,"{""2"": 24, ""3"": 17, ""0"": 39, ""1"": 20}",61818,5.93,140.87,23.74,1.4087,16.85,1,1104,1105
551,2026-01-25T19:49:54.362367,12.5,"{""Fast-Inference"": 0.3962711043732833, ""Standard-Inference"": 0.21026156323985645, ""Complex-Inference"": 0.2085415509438874, ""Ensemble-Inference"": 0.18492578144297275}",0.579,100,"{""3"": 17, ""0"": 37, ""2"": 24, ""1"": 22}",65706,6.24,146.22,23.45,1.4622,16.04,1,1106,1107
552,2026-01-25T19:50:06.350699,8.27,"{""Fast-Inference"": 0.4453249834091155, ""Standard-Inference"": 0.19005177684548802, ""Complex-Inference"": 0.17452612941550505, ""Ensemble-Inference"": 0.19009711032989124}",0.81,85,"{""3"": 18, ""0"": 38, ""2"": 14, ""1"": 15}",60523,6.21,151.24,24.37,1.7792,13.7,1,1108,1109
553,2026-01-25T19:50:18.318523,8.87,"{""Fast-Inference"": 0.3779402870507187, ""Standard-Inference"": 0.21371053839028947, ""Complex-Inference"": 0.1994442171162437, ""Ensemble-Inference"": 0.2089049574427482}",0.5,100,"{""3"": 23, ""1"": 20, ""0"": 40, ""2"": 17}",64296,6.23,152.99,24.54,1.5299,16.04,1,1110,1111
554,2026-01-25T19:50:30.333917,5.84,"{""Fast-Inference"": 0.40492012095995095, ""Standard-Inference"": 0.2000246478366562, ""Complex-Inference"": 0.19727675392684604, ""Ensemble-Inference"": 0.19777847727654677}",0.816,90,"{""0"": 43, ""2"": 23, ""3"": 14, ""1"": 10}",53455,6.22,148.81,23.93,1.6535,14.47,1,1112,1113
555,2026-01-25T19:50:42.101086,26.08,"{""Fast-Inference"": 0.3912865078997752, ""Standard-Inference"": 0.19413040116240934, ""Complex-Inference"": 0.19500744375988133, ""Ensemble-Inference"": 0.2195756471779342}",0.826,94,"{""2"": 19, ""3"": 19, ""0"": 34, ""1"": 22}",70917,5.92,142.86,24.12,1.5198,15.87,1,1114,1115
556,2026-01-25T19:50:54.134311,15.52,"{""Fast-Inference"": 0.37231971775724393, ""Standard-Inference"": 0.1891369353866605, ""Complex-Inference"": 0.22092910661055767, ""Ensemble-Inference"": 0.21761424024553785}",0.307,100,"{""2"": 26, ""1"": 23, ""3"": 19, ""0"": 32}",70844,5.93,143.64,24.21,1.4364,16.86,1,1116,1117
557,2026-01-25T19:51:06.331272,27.16,"{""Fast-Inference"": 0.45882620111076855, ""Standard-Inference"": 0.19197848164078676, ""Complex-Inference"": 0.17318395629303032, ""Ensemble-Inference"": 0.17601136095541425}",0.898,91,"{""3"": 17, ""0"": 44, ""1"": 15, ""2"": 15}",61413,6.22,148.81,23.93,1.6353,14.63,1,1118,1119
558,2026-01-25T19:51:18.297867,9.42,"{""Fast-Inference"": 0.4046438614764475, ""Standard-Inference"": 0.20991776465010278, ""Complex-Inference"": 0.20267596053394893, ""Ensemble-Inference"": 0.1827624133395008}",0.775,100,"{""0"": 44, ""2"": 17, ""1"": 21, ""3"": 18}",61929,6.23,149.83,24.04,1.4983,16.05,1,1120,1121
559,2026-01-25T19:51:30.133538,25.38,"{""Fast-Inference"": 0.3818603877814633, ""Standard-Inference"": 0.1784454348238924, ""Complex-Inference"": 0.2344694134527447, ""Ensemble-Inference"": 0.20522476394189954}",0.928,100,"{""3"": 20, ""2"": 22, ""0"": 37, ""1"": 21}",68090,5.93,145.44,24.52,1.4544,16.86,1,1122,1123
560,2026-01-25T19:51:42.335773,9.99,"{""Fast-Inference"": 0.4394857778451503, ""Standard-Inference"": 0.18408248392508816, ""Complex-Inference"": 0.17803778163406148, ""Ensemble-Inference"": 0.1983939565957}",0.391,91,"{""0"": 35, ""2"": 14, ""3"": 22, ""1"": 20}",54699,6.22,150.55,24.2,1.6544,14.63,1,1124,1125
561,2026-01-25T19:51:54.313047,5.05,"{""Fast-Inference"": 0.40751562057981816, ""Standard-Inference"": 0.21080182131385952, ""Complex-Inference"": 0.18683338775480038, ""Ensemble-Inference"": 0.1948491703515219}",0.63,100,"{""0"": 52, ""3"": 17, ""2"": 15, ""1"": 16}",62832,6.24,148.6,23.83,1.486,16.04,1,1126,1127
562,2026-01-25T19:52:06.357801,13.1,"{""Fast-Inference"": 0.42466863353022577, ""Standard-Inference"": 0.19673440532943232, ""Complex-Inference"": 0.1972923490193265, ""Ensemble-Inference"": 0.1813046121210154}",0.472,97,"{""0"": 39, ""1"": 17, ""2"": 23, ""3"": 18}",60026,6.23,149.01,23.92,1.5362,15.57,1,1128,1129
563,2026-01-25T19:52:18.358273,25.78,"{""Fast-Inference"": 0.38728574451864445, ""Standard-Inference"": 0.1937491122506298, ""Complex-Inference"": 0.20566881393317987, ""Ensemble-Inference"": 0.21329632929754597}",0.913,100,"{""1"": 22, ""0"": 41, ""3"": 15, ""2"": 22}",61438,6.23,147.74,23.69,1.4774,16.04,1,1130,1131
564,2026-01-25T19:52:30.335890,19.54,"{""Fast-Inference"": 0.39551579363824807, ""Standard-Inference"": 0.17464807045972214, ""Complex-Inference"": 0.20101443789929133, ""Ensemble-Inference"": 0.22882169800273847}",0.858,95,"{""1"": 17, ""2"": 15, ""0"": 37, ""3"": 26}",72923,6.23,152.24,24.45,1.6025,15.26,1,1132,1133
565,2026-01-25T19:52:42.358556,5.17,"{""Fast-Inference"": 0.39572901161921986, ""Standard-Inference"": 0.22212505847474476, ""Complex-Inference"": 0.192491260866866, ""Ensemble-Inference"": 0.18965466903916944}",0.487,98,"{""1"": 22, ""3"": 20, ""0"": 34, ""2"": 22}",62951,6.23,148.31,23.81,1.5133,15.73,1,1134,1135
566,2026-01-25T19:52:54.375357,18.72,"{""Fast-Inference"": 0.40583550739644686, ""Standard-Inference"": 0.19454377357799046, ""Complex-Inference"": 0.1887417966320985, ""Ensemble-Inference"": 0.21087892239346426}",0.631,100,"{""2"": 17, ""1"": 24, ""0"": 40, ""3"": 19}",59245,6.23,145.18,23.29,1.4518,16.04,1,1136,1137
567,2026-01-25T19:53:06.116759,24.1,"{""Fast-Inference"": 0.4255369442297238, ""Standard-Inference"": 0.18685949305892294, ""Complex-Inference"": 0.20141049057110766, ""Ensemble-Inference"": 0.18619307214024555}",0.487,95,"{""0"": 41, ""3"": 13, ""2"": 28, ""1"": 13}",55860,5.92,140.63,23.76,1.4804,16.05,1,1138,1139
568,2026-01-25T19:53:18.115573,29.13,"{""Fast-Inference"": 0.3490841460615356, ""Standard-Inference"": 0.22614659231134837, ""Complex-Inference"": 0.20448632195704036, ""Ensemble-Inference"": 0.2202829396700757}",0.992,95,"{""3"": 17, ""0"": 42, ""1"": 20, ""2"": 16}",57825,5.92,141.53,23.91,1.4898,16.05,1,1140,1141
569,2026-01-25T19:53:30.344630,10.48,"{""Fast-Inference"": 0.3604713929693213, ""Standard-Inference"": 0.20984054093003082, ""Complex-Inference"": 0.2128357345555421, ""Ensemble-Inference"": 0.21685233154510575}",0.716,83,"{""2"": 18, ""3"": 17, ""1"": 17, ""0"": 31}",57315,6.2,146.5,23.62,1.765,13.38,1,1142,1143
570,2026-01-25T19:53:42.295738,20.6,"{""Fast-Inference"": 0.4177142238249609, ""Standard-Inference"": 0.20673920848039673, ""Complex-Inference"": 0.20552356313367173, ""Ensemble-Inference"": 0.17002300456097058}",0.725,100,"{""1"": 15, ""3"": 24, ""0"": 42, ""2"": 19}",70702,6.23,152.35,24.45,1.5235,16.05,1,1144,1145
571,2026-01-25T19:53:54.328523,10.26,"{""Fast-Inference"": 0.39507484917180435, ""Standard-Inference"": 0.2101868161131328, ""Complex-Inference"": 0.17776783454907374, ""Ensemble-Inference"": 0.21697050016598896}",0.775,94,"{""2"": 19, ""0"": 32, ""1"": 19, ""3"": 24}",70009,6.22,152.79,24.57,1.6254,15.12,1,1146,1147
572,2026-01-25T19:54:06.283056,16.8,"{""Fast-Inference"": 0.43410890098193183, ""Standard-Inference"": 0.2130308525326707, ""Complex-Inference"": 0.18268282770023492, ""Ensemble-Inference"": 0.17017741878516246}",0.577,78,"{""2"": 14, ""1"": 18, ""0"": 31, ""3"": 15}",46649,6.2,147.83,23.86,1.8953,12.59,1,1148,1149
573,2026-01-25T19:54:18.137550,13.47,"{""Fast-Inference"": 0.3932938417006397, ""Standard-Inference"": 0.2228801441770685, ""Complex-Inference"": 0.17998942275965032, ""Ensemble-Inference"": 0.2038365913626415}",0.915,94,"{""0"": 38, ""1"": 20, ""3"": 25, ""2"": 11}",67898,5.92,142.41,24.04,1.515,15.87,1,1150,1151
574,2026-01-25T19:54:30.287583,7.49,"{""Fast-Inference"": 0.40359929749780193, ""Standard-Inference"": 0.18921107107944418, ""Complex-Inference"": 0.2117559217185593, ""Ensemble-Inference"": 0.19543370970419452}",0.686,85,"{""0"": 41, ""3"": 12, ""1"": 12, ""2"": 20}",51651,6.21,148.56,23.93,1.7477,13.69,1,1152,1153
575,2026-01-25T19:54:42.077815,9.49,"{""Fast-Inference"": 0.42989385191539237, ""Standard-Inference"": 0.18991572634515022, ""Complex-Inference"": 0.18661717693929294, ""Ensemble-Inference"": 0.19357324480016455}",0.844,89,"{""0"": 36, ""2"": 17, ""3"": 20, ""1"": 16}",62970,5.91,141.32,23.9,1.5879,15.05,1,1154,1155
576,2026-01-25T19:54:54.345873,6.03,"{""Fast-Inference"": 0.41063248915677003, ""Standard-Inference"": 0.17685810006232874, ""Complex-Inference"": 0.1990824130796173, ""Ensemble-Inference"": 0.21342699770128387}",0.734,97,"{""0"": 46, ""3"": 19, ""1"": 17, ""2"": 15}",58521,6.23,150.69,24.2,1.5535,15.58,1,1156,1157
577,2026-01-25T19:55:06.291517,19.89,"{""Fast-Inference"": 0.43349574905339605, ""Standard-Inference"": 0.2133593847383146, ""Complex-Inference"": 0.17501416838282116, ""Ensemble-Inference"": 0.17813069782546823}",0.624,97,"{""1"": 22, ""0"": 42, ""2"": 12, ""3"": 21}",62160,6.23,151.33,24.3,1.5601,15.58,1,1158,1159
578,2026-01-25T19:55:18.329740,9.39,"{""Fast-Inference"": 0.3897397831327629, ""Standard-Inference"": 0.2169749735700976, ""Complex-Inference"": 0.17850086679900545, ""Ensemble-Inference"": 0.2147843764981341}",0.943,96,"{""3"": 20, ""0"": 35, ""2"": 21, ""1"": 20}",74855,6.23,148.45,23.82,1.5464,15.4,1,1160,1161
579,2026-01-25T19:55:30.345836,5.84,"{""Fast-Inference"": 0.37514034358351894, ""Standard-Inference"": 0.21061623940852184, ""Complex-Inference"": 0.2253043114495683, ""Ensemble-Inference"": 0.18893910555839089}",0.884,95,"{""0"": 31, ""2"": 23, ""1"": 23, ""3"": 18}",67713,6.23,146.75,23.56,1.5448,15.25,1,1162,1163
580,2026-01-25T19:55:42.344994,26.89,"{""Fast-Inference"": 0.3615257462884469, ""Standard-Inference"": 0.2217445527885534, ""Complex-Inference"": 0.2209754908928131, ""Ensemble-Inference"": 0.19575421003018656}",0.771,100,"{""0"": 34, ""1"": 25, ""3"": 20, ""2"": 21}",63767,6.23,145.39,23.32,1.4539,16.04,1,1164,1165
581,2026-01-25T19:55:54.318940,18.39,"{""Fast-Inference"": 0.44312064582755856, ""Standard-Inference"": 0.18369582703764545, ""Complex-Inference"": 0.1786044948451475, ""Ensemble-Inference"": 0.1945790322896485}",0.812,100,"{""0"": 53, ""2"": 16, ""3"": 14, ""1"": 17}",55014,6.24,147.06,23.58,1.4706,16.04,1,1166,1167
582,2026-01-25T19:56:06.361004,27.76,"{""Fast-Inference"": 0.4198639578339223, ""Standard-Inference"": 0.2062547075975211, ""Complex-Inference"": 0.1859906828129504, ""Ensemble-Inference"": 0.1878906517556062}",0.366,99,"{""1"": 22, ""2"": 15, ""3"": 14, ""0"": 48}",52690,6.23,150.91,24.21,1.5243,15.88,1,1168,1169
583,2026-01-25T19:56:18.078152,14.38,"{""Fast-Inference"": 0.384835352244235, ""Standard-Inference"": 0.22090564589479972, ""Complex-Inference"": 0.22051343307514443, ""Ensemble-Inference"": 0.17374556878582095}",0.592,100,"{""3"": 17, ""0"": 41, ""2"": 18, ""1"": 24}",56919,5.93,141.6,23.88,1.416,16.87,1,1170,1171
584,2026-01-25T19:56:30.135636,6.82,"{""Fast-Inference"": 0.4027453447062824, ""Standard-Inference"": 0.22401466993645722, ""Complex-Inference"": 0.1858562625375719, ""Ensemble-Inference"": 0.1873837228196885}",0.472,100,"{""0"": 46, ""2"": 16, ""3"": 13, ""1"": 25}",50393,5.93,143.1,24.14,1.431,16.87,1,1172,1173
585,2026-01-25T19:56:42.320037,15.9,"{""Fast-Inference"": 0.4245498037525502, ""Standard-Inference"": 0.21146816116656209, ""Complex-Inference"": 0.1874646222660313, ""Ensemble-Inference"": 0.17651741281485636}",0.635,100,"{""0"": 45, ""1"": 26, ""2"": 13, ""3"": 16}",55884,6.24,150.75,24.17,1.5075,16.03,1,1174,1175
586,2026-01-25T19:56:54.150274,29.56,"{""Fast-Inference"": 0.37437545030652747, ""Standard-Inference"": 0.19858112557400454, ""Complex-Inference"": 0.20414801918038208, ""Ensemble-Inference"": 0.222895404939086}",0.833,100,"{""2"": 18, ""3"": 25, ""0"": 37, ""1"": 20}",79512,5.93,148.97,25.11,1.4897,16.85,1,1176,1177
587,2026-01-25T19:57:06.359389,25.65,"{""Fast-Inference"": 0.4266820894245185, ""Standard-Inference"": 0.18043393309983652, ""Complex-Inference"": 0.19575608391703408, ""Ensemble-Inference"": 0.19712789355861088}",0.63,100,"{""0"": 38, ""1"": 14, ""2"": 27, ""3"": 21}",73534,6.23,146.06,23.43,1.4606,16.04,1,1178,1179
588,2026-01-25T19:57:18.372520,17.87,"{""Fast-Inference"": 0.3969714249144601, ""Standard-Inference"": 0.21066080513093025, ""Complex-Inference"": 0.20761530821101465, ""Ensemble-Inference"": 0.18475246174359505}",0.331,94,"{""0"": 44, ""2"": 18, ""3"": 19, ""1"": 13}",57453,6.22,150.11,24.12,1.5969,15.1,1,1180,1181
589,2026-01-25T19:57:30.074275,5.59,"{""Fast-Inference"": 0.40833299899305353, ""Standard-Inference"": 0.1883037521257655, ""Complex-Inference"": 0.190347252960306, ""Ensemble-Inference"": 0.213015995920875}",0.394,100,"{""0"": 36, ""1"": 22, ""2"": 25, ""3"": 17}",64339,5.93,145.58,24.54,1.4558,16.86,1,1182,1183
590,2026-01-25T19:57:42.126942,19.94,"{""Fast-Inference"": 0.44088817022793164, ""Standard-Inference"": 0.1676971458563352, ""Complex-Inference"": 0.2072957852650782, ""Ensemble-Inference"": 0.18411889865065498}",0.524,100,"{""0"": 42, ""1"": 13, ""2"": 24, ""3"": 21}",63093,5.92,146.34,24.7,1.4634,16.88,1,1184,1185
591,2026-01-25T19:57:54.291706,23.32,"{""Fast-Inference"": 0.3821517806446474, ""Standard-Inference"": 0.1853507447694732, ""Complex-Inference"": 0.18866366250052805, ""Ensemble-Inference"": 0.24383381208535135}",0.761,97,"{""3"": 15, ""0"": 40, ""1"": 26, ""2"": 16}",49697,6.23,149.24,23.96,1.5385,15.58,1,1186,1187
592,2026-01-25T19:58:06.077493,20.8,"{""Fast-Inference"": 0.4414062220928752, ""Standard-Inference"": 0.18106853625338065, ""Complex-Inference"": 0.1847537055943699, ""Ensemble-Inference"": 0.19277153605937425}",0.424,87,"{""0"": 35, ""3"": 15, ""2"": 24, ""1"": 13}",54493,5.91,140.53,23.79,1.6153,14.73,1,1188,1189
593,2026-01-25T19:58:18.374334,18.68,"{""Fast-Inference"": 0.39685637027794146, ""Standard-Inference"": 0.21003028898263296, ""Complex-Inference"": 0.18313580628938994, ""Ensemble-Inference"": 0.20997753445003572}",0.877,100,"{""1"": 20, ""2"": 19, ""0"": 47, ""3"": 14}",63832,6.24,151.22,24.25,1.5122,16.03,1,1190,1191
594,2026-01-25T19:58:30.127309,15.73,"{""Fast-Inference"": 0.4201366503200378, ""Standard-Inference"": 0.1838286649385202, ""Complex-Inference"": 0.18744531682952725, ""Ensemble-Inference"": 0.20858936791191465}",0.587,100,"{""3"": 20, ""2"": 23, ""0"": 38, ""1"": 19}",67201,5.93,141.44,23.85,1.4144,16.86,1,1192,1193
595,2026-01-25T19:58:42.309646,10.47,"{""Fast-Inference"": 0.3619739030469037, ""Standard-Inference"": 0.19415880590432585, ""Complex-Inference"": 0.23084102978459942, ""Ensemble-Inference"": 0.21302626126417104}",0.315,97,"{""1"": 24, ""3"": 14, ""0"": 30, ""2"": 29}",64969,6.23,151.66,24.34,1.5635,15.57,1,1194,1195
596,2026-01-25T19:58:54.350038,17.68,"{""Fast-Inference"": 0.4058698246311253, ""Standard-Inference"": 0.22197565093885888, ""Complex-Inference"": 0.17311419922534096, ""Ensemble-Inference"": 0.19904032520467496}",0.527,100,"{""0"": 34, ""2"": 22, ""1"": 30, ""3"": 14}",61995,6.23,149.11,23.92,1.4911,16.04,1,1196,1197
597,2026-01-25T19:59:06.321701,25.55,"{""Fast-Inference"": 0.4028687181744301, ""Standard-Inference"": 0.20646961361823987, ""Complex-Inference"": 0.1894111136288564, ""Ensemble-Inference"": 0.20125055457847355}",0.431,93,"{""2"": 16, ""0"": 43, ""1"": 18, ""3"": 16}",56507,6.23,147.96,23.77,1.591,14.94,1,1198,1199
