simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
598,2026-01-25T19:59:18.335766,10.75,"{""Fast-Inference"": 0.4113245553443718, ""Standard-Inference"": 0.22318528637261403, ""Complex-Inference"": 0.18359321513712454, ""Ensemble-Inference"": 0.18189694314588964}",0.565,95,"{""1"": 26, ""0"": 31, ""2"": 21, ""3"": 17}",59985,6.23,148.47,23.84,1.5628,15.26,1,1200,1201
599,2026-01-25T19:59:30.369155,19.62,"{""Fast-Inference"": 0.4478631366535696, ""Standard-Inference"": 0.18728833995837613, ""Complex-Inference"": 0.19479224170471607, ""Ensemble-Inference"": 0.17005628168333822}",0.811,100,"{""1"": 22, ""0"": 43, ""2"": 19, ""3"": 16}",62453,6.24,148.5,23.79,1.485,16.02,1,1202,1203
600,2026-01-25T19:59:42.095786,17.55,"{""Fast-Inference"": 0.4154728161682008, ""Standard-Inference"": 0.20779776406043377, ""Complex-Inference"": 0.20455554765474251, ""Ensemble-Inference"": 0.17217387211662288}",0.59,100,"{""2"": 23, ""0"": 39, ""1"": 22, ""3"": 16}",59508,5.93,143.05,24.12,1.4305,16.86,1,1204,1205
601,2026-01-25T19:59:54.156531,11.36,"{""Fast-Inference"": 0.4421809279539765, ""Standard-Inference"": 0.2087212921371447, ""Complex-Inference"": 0.1762301883380715, ""Ensemble-Inference"": 0.17286759157080744}",0.524,100,"{""1"": 27, ""2"": 13, ""0"": 50, ""3"": 10}",46915,5.93,152.81,25.77,1.5281,16.86,1,1206,1207
602,2026-01-25T20:00:06.149281,16.4,"{""Fast-Inference"": 0.4121343417099823, ""Standard-Inference"": 0.19292604423568874, ""Complex-Inference"": 0.20498092669789433, ""Ensemble-Inference"": 0.18995868735643465}",0.481,100,"{""0"": 38, ""1"": 20, ""3"": 21, ""2"": 21}",63307,5.93,140.32,23.66,1.4032,16.86,1,1208,1209
603,2026-01-25T20:00:18.332927,13.73,"{""Fast-Inference"": 0.41856653098297136, ""Standard-Inference"": 0.21213562224666277, ""Complex-Inference"": 0.18581484775125767, ""Ensemble-Inference"": 0.1834829990191082}",0.443,86,"{""2"": 16, ""0"": 38, ""1"": 19, ""3"": 13}",50373,6.21,147.44,23.73,1.7144,13.84,1,1210,1211
604,2026-01-25T20:00:30.305865,23.51,"{""Fast-Inference"": 0.38063448173205616, ""Standard-Inference"": 0.19686957107052033, ""Complex-Inference"": 0.23331187415226567, ""Ensemble-Inference"": 0.18918407304515783}",0.643,95,"{""3"": 18, ""0"": 38, ""2"": 20, ""1"": 19}",58407,6.23,149.38,23.98,1.5725,15.25,1,1212,1213
605,2026-01-25T20:00:42.291891,25.97,"{""Fast-Inference"": 0.43855232475784844, ""Standard-Inference"": 0.2151846541047952, ""Complex-Inference"": 0.1756595784639648, ""Ensemble-Inference"": 0.17060344267339153}",0.326,97,"{""1"": 30, ""0"": 39, ""2"": 15, ""3"": 13}",51972,6.23,147.57,23.7,1.5213,15.58,1,1214,1215
606,2026-01-25T20:00:54.081248,9.61,"{""Fast-Inference"": 0.40665224524090215, ""Standard-Inference"": 0.21161797796099782, ""Complex-Inference"": 0.19222034694455287, ""Ensemble-Inference"": 0.18950942985354713}",0.403,86,"{""0"": 37, ""2"": 21, ""1"": 11, ""3"": 17}",50816,5.91,138.82,23.5,1.6142,14.56,1,1216,1217
607,2026-01-25T20:01:06.073576,17.1,"{""Fast-Inference"": 0.37770956061578154, ""Standard-Inference"": 0.21286768733534683, ""Complex-Inference"": 0.22648671718695756, ""Ensemble-Inference"": 0.18293603486191412}",0.918,100,"{""3"": 25, ""2"": 17, ""0"": 34, ""1"": 24}",73288,5.93,142.68,24.05,1.4268,16.86,1,1218,1219
608,2026-01-25T20:01:18.131476,29.16,"{""Fast-Inference"": 0.3680130693495891, ""Standard-Inference"": 0.20015346210686472, ""Complex-Inference"": 0.21718074966548923, ""Ensemble-Inference"": 0.214652718878057}",0.391,100,"{""2"": 23, ""1"": 27, ""0"": 28, ""3"": 22}",69555,5.93,147.08,24.8,1.4708,16.86,1,1220,1221
609,2026-01-25T20:01:30.324900,17.18,"{""Fast-Inference"": 0.4034328693084141, ""Standard-Inference"": 0.19894333747055876, ""Complex-Inference"": 0.2067583394321766, ""Ensemble-Inference"": 0.19086545378885053}",0.718,100,"{""2"": 24, ""3"": 20, ""0"": 35, ""1"": 21}",64380,6.24,153.35,24.57,1.5335,16.02,1,1222,1223
610,2026-01-25T20:01:42.361055,26.7,"{""Fast-Inference"": 0.431834495308122, ""Standard-Inference"": 0.16879474863339772, ""Complex-Inference"": 0.20463266558476131, ""Ensemble-Inference"": 0.19473809047371887}",0.698,97,"{""0"": 43, ""3"": 15, ""1"": 18, ""2"": 21}",63986,6.23,151.55,24.32,1.5624,15.57,1,1224,1225
611,2026-01-25T20:01:54.329539,10.98,"{""Fast-Inference"": 0.402991969095518, ""Standard-Inference"": 0.19164674104247906, ""Complex-Inference"": 0.20077080476523376, ""Ensemble-Inference"": 0.20459048509676914}",0.707,100,"{""2"": 21, ""1"": 19, ""0"": 39, ""3"": 21}",63044,6.24,149.9,24.03,1.499,16.03,1,1226,1227
612,2026-01-25T20:02:06.083926,23.65,"{""Fast-Inference"": 0.4403729993130569, ""Standard-Inference"": 0.16346492729756465, ""Complex-Inference"": 0.19729150494428105, ""Ensemble-Inference"": 0.19887056844509732}",0.875,98,"{""0"": 45, ""3"": 18, ""1"": 21, ""2"": 14}",61106,5.93,144.71,24.42,1.4767,16.54,1,1228,1229
613,2026-01-25T20:02:18.126962,15.77,"{""Fast-Inference"": 0.43421982148463106, ""Standard-Inference"": 0.18417487325736104, ""Complex-Inference"": 0.17773909920749306, ""Ensemble-Inference"": 0.20386620605051492}",0.649,95,"{""0"": 51, ""3"": 12, ""1"": 19, ""2"": 13}",47939,5.92,141.96,23.98,1.4943,16.05,1,1230,1231
614,2026-01-25T20:02:30.136316,26.62,"{""Fast-Inference"": 0.39953409665231676, ""Standard-Inference"": 0.20885572272006123, ""Complex-Inference"": 0.18300697281076933, ""Ensemble-Inference"": 0.20860320781685274}",0.969,100,"{""0"": 47, ""2"": 15, ""3"": 17, ""1"": 21}",56267,5.93,144.37,24.34,1.4437,16.86,1,1232,1233
615,2026-01-25T20:02:42.189733,9.94,"{""Fast-Inference"": 0.42288179803158404, ""Standard-Inference"": 0.20756001420352843, ""Complex-Inference"": 0.20910766806827863, ""Ensemble-Inference"": 0.1604505196966089}",0.508,100,"{""1"": 24, ""2"": 25, ""0"": 33, ""3"": 18}",63181,5.93,140.84,23.77,1.4084,16.87,1,1234,1235
616,2026-01-25T20:02:54.329173,8.88,"{""Fast-Inference"": 0.3761405987553239, ""Standard-Inference"": 0.20039753952564285, ""Complex-Inference"": 0.22549077365374984, ""Ensemble-Inference"": 0.19797108806528338}",0.671,100,"{""0"": 39, ""3"": 12, ""1"": 24, ""2"": 25}",60554,6.23,158.27,25.38,1.5827,16.04,1,1236,1237
617,2026-01-25T20:03:06.373248,6.19,"{""Fast-Inference"": 0.4331981868634397, ""Standard-Inference"": 0.19003257071344065, ""Complex-Inference"": 0.16727026701046457, ""Ensemble-Inference"": 0.20949897541265516}",0.97,100,"{""2"": 17, ""1"": 23, ""0"": 42, ""3"": 18}",66352,6.23,149.11,23.94,1.4911,16.05,1,1238,1239
618,2026-01-25T20:03:18.109263,11.04,"{""Fast-Inference"": 0.4268147638357856, ""Standard-Inference"": 0.2006474979922463, ""Complex-Inference"": 0.20731184145384798, ""Ensemble-Inference"": 0.16522589671812}",0.968,100,"{""0"": 48, ""2"": 16, ""1"": 19, ""3"": 17}",58382,5.93,139.63,23.55,1.3963,16.87,1,1240,1241
619,2026-01-25T20:03:30.125752,24.79,"{""Fast-Inference"": 0.3963373171910784, ""Standard-Inference"": 0.21137512681870432, ""Complex-Inference"": 0.19197637339308063, ""Ensemble-Inference"": 0.20031118259713673}",0.726,93,"{""0"": 36, ""3"": 14, ""1"": 19, ""2"": 24}",67017,5.92,143.87,24.3,1.5469,15.71,1,1242,1243
620,2026-01-25T20:03:42.138898,25.22,"{""Fast-Inference"": 0.3923983440089875, ""Standard-Inference"": 0.21305291128015252, ""Complex-Inference"": 0.18606035726819442, ""Ensemble-Inference"": 0.20848838744266562}",0.978,95,"{""2"": 27, ""3"": 16, ""0"": 35, ""1"": 17}",68731,5.92,140.4,23.71,1.4779,16.05,1,1244,1245
621,2026-01-25T20:03:54.101341,19.8,"{""Fast-Inference"": 0.42779735271596625, ""Standard-Inference"": 0.18243460105388046, ""Complex-Inference"": 0.17260490503898385, ""Ensemble-Inference"": 0.21716314119116953}",0.658,100,"{""3"": 24, ""0"": 43, ""1"": 20, ""2"": 13}",66188,5.93,142.56,24.04,1.4256,16.86,1,1246,1247
622,2026-01-25T20:04:06.295389,24.52,"{""Fast-Inference"": 0.40193229799903674, ""Standard-Inference"": 0.22961191490559346, ""Complex-Inference"": 0.19480672642591385, ""Ensemble-Inference"": 0.17364906066945607}",0.59,96,"{""2"": 20, ""1"": 32, ""0"": 31, ""3"": 13}",55517,6.23,154.53,24.82,1.6096,15.42,1,1248,1249
623,2026-01-25T20:04:18.301073,24.03,"{""Fast-Inference"": 0.4118845635301478, ""Standard-Inference"": 0.18519099011988177, ""Complex-Inference"": 0.22784992737704424, ""Ensemble-Inference"": 0.17507451897292628}",0.403,91,"{""0"": 28, ""3"": 17, ""2"": 22, ""1"": 24}",58325,6.22,146.71,23.6,1.6122,14.64,1,1250,1251
624,2026-01-25T20:04:30.121034,6.87,"{""Fast-Inference"": 0.4048961788938394, ""Standard-Inference"": 0.21636265869818863, ""Complex-Inference"": 0.20804676533839, ""Ensemble-Inference"": 0.17069439706958192}",0.96,99,"{""0"": 39, ""3"": 13, ""2"": 27, ""1"": 20}",67443,5.93,141.08,23.81,1.4251,16.7,1,1252,1253
625,2026-01-25T20:04:42.181767,10.06,"{""Fast-Inference"": 0.40498386120360375, ""Standard-Inference"": 0.17459240911589838, ""Complex-Inference"": 0.22536325038850133, ""Ensemble-Inference"": 0.19506047929199663}",0.67,100,"{""1"": 21, ""0"": 40, ""3"": 20, ""2"": 19}",62745,5.93,143.62,24.24,1.4362,16.88,1,1254,1255
626,2026-01-25T20:04:54.323631,5.29,"{""Fast-Inference"": 0.4113714105436205, ""Standard-Inference"": 0.18647277567078582, ""Complex-Inference"": 0.20385692228307192, ""Ensemble-Inference"": 0.1982988915025217}",0.531,100,"{""0"": 38, ""2"": 20, ""1"": 23, ""3"": 19}",66964,6.23,153.21,24.57,1.5321,16.04,1,1256,1257
627,2026-01-25T20:05:06.356187,20.25,"{""Fast-Inference"": 0.3657061871907722, ""Standard-Inference"": 0.2273167663142471, ""Complex-Inference"": 0.22102545372299587, ""Ensemble-Inference"": 0.1859515927719847}",0.412,91,"{""0"": 27, ""1"": 18, ""2"": 21, ""3"": 25}",65496,6.21,152.43,24.53,1.6751,14.64,1,1258,1259
628,2026-01-25T20:05:18.358779,15.2,"{""Fast-Inference"": 0.38851511040779035, ""Standard-Inference"": 0.1839688243306723, ""Complex-Inference"": 0.2169173664543639, ""Ensemble-Inference"": 0.2105986988071733}",0.904,99,"{""3"": 29, ""2"": 19, ""1"": 17, ""0"": 34}",79927,6.24,149.22,23.93,1.5073,15.87,1,1260,1261
629,2026-01-25T20:05:30.088240,7.98,"{""Fast-Inference"": 0.4083512364484372, ""Standard-Inference"": 0.18753483804257262, ""Complex-Inference"": 0.19679574489255663, ""Ensemble-Inference"": 0.2073181806164336}",0.355,100,"{""0"": 39, ""2"": 20, ""3"": 16, ""1"": 25}",61693,5.94,138.65,23.35,1.3865,16.84,1,1262,1263
630,2026-01-25T20:05:42.073980,16.55,"{""Fast-Inference"": 0.3958292729623699, ""Standard-Inference"": 0.20897348029759327, ""Complex-Inference"": 0.1883244774743551, ""Ensemble-Inference"": 0.20687276926568166}",0.619,100,"{""0"": 41, ""2"": 19, ""3"": 18, ""1"": 22}",64312,5.93,140.06,23.61,1.4006,16.86,1,1264,1265
631,2026-01-25T20:05:54.147473,17.26,"{""Fast-Inference"": 0.39498780174322307, ""Standard-Inference"": 0.22865266876703408, ""Complex-Inference"": 0.19240489930322102, ""Ensemble-Inference"": 0.18395463018652183}",0.449,100,"{""1"": 28, ""2"": 19, ""3"": 25, ""0"": 28}",65039,5.93,145.68,24.56,1.4568,16.86,1,1266,1267
632,2026-01-25T20:06:06.324424,27.27,"{""Fast-Inference"": 0.3978076136123919, ""Standard-Inference"": 0.2054787917880013, ""Complex-Inference"": 0.22295084786468372, ""Ensemble-Inference"": 0.17376274673492298}",0.593,93,"{""1"": 22, ""0"": 29, ""3"": 22, ""2"": 20}",64628,6.22,148.61,23.88,1.5979,14.95,1,1268,1269
633,2026-01-25T20:06:18.319361,14.88,"{""Fast-Inference"": 0.37227063564369733, ""Standard-Inference"": 0.20518172283841873, ""Complex-Inference"": 0.2063514388544828, ""Ensemble-Inference"": 0.216196202663401}",0.671,87,"{""3"": 21, ""0"": 34, ""2"": 13, ""1"": 19}",58745,6.21,150.2,24.17,1.7264,14.0,1,1270,1271
634,2026-01-25T20:06:30.113818,9.4,"{""Fast-Inference"": 0.42026247002582406, ""Standard-Inference"": 0.21692864649540594, ""Complex-Inference"": 0.1924424897259226, ""Ensemble-Inference"": 0.17036639375284748}",0.506,97,"{""0"": 41, ""2"": 21, ""1"": 17, ""3"": 18}",58807,5.92,141.45,23.87,1.4582,16.37,1,1272,1273
635,2026-01-25T20:06:42.077079,27.71,"{""Fast-Inference"": 0.45364060193676925, ""Standard-Inference"": 0.18212662421864043, ""Complex-Inference"": 0.18655608580380723, ""Ensemble-Inference"": 0.17767668804078313}",0.789,93,"{""2"": 23, ""0"": 35, ""3"": 17, ""1"": 18}",66603,5.92,139.88,23.62,1.5041,15.71,1,1274,1275
636,2026-01-25T20:06:54.108216,28.38,"{""Fast-Inference"": 0.40646999081611734, ""Standard-Inference"": 0.22799487633648927, ""Complex-Inference"": 0.19267252401114177, ""Ensemble-Inference"": 0.17286260883625162}",0.86,100,"{""0"": 30, ""3"": 27, ""1"": 18, ""2"": 25}",89656,5.93,141.66,23.87,1.4166,16.85,1,1276,1277
637,2026-01-25T20:07:06.298831,8.28,"{""Fast-Inference"": 0.3651208067509305, ""Standard-Inference"": 0.2094982964633576, ""Complex-Inference"": 0.21766137888932946, ""Ensemble-Inference"": 0.20771951789638246}",0.538,100,"{""1"": 16, ""0"": 38, ""3"": 27, ""2"": 19}",70469,6.24,148.25,23.78,1.4825,16.04,1,1278,1279
638,2026-01-25T20:07:18.343194,9.38,"{""Fast-Inference"": 0.39695501419704327, ""Standard-Inference"": 0.18148386460592977, ""Complex-Inference"": 0.20519331114591752, ""Ensemble-Inference"": 0.21636781005110947}",0.665,100,"{""2"": 24, ""0"": 33, ""3"": 23, ""1"": 20}",67559,6.24,150.12,24.08,1.5012,16.04,1,1280,1281
639,2026-01-25T20:07:30.333383,21.41,"{""Fast-Inference"": 0.37698245517371687, ""Standard-Inference"": 0.22471586517450043, ""Complex-Inference"": 0.18324592793738315, ""Ensemble-Inference"": 0.21505575171439945}",0.436,87,"{""0"": 33, ""3"": 16, ""2"": 19, ""1"": 19}",57813,6.21,148.18,23.86,1.7032,14.01,1,1282,1283
640,2026-01-25T20:07:42.093803,16.06,"{""Fast-Inference"": 0.4160151633224761, ""Standard-Inference"": 0.1795063880482411, ""Complex-Inference"": 0.20403004785107517, ""Ensemble-Inference"": 0.2004484007782076}",0.989,100,"{""0"": 46, ""2"": 17, ""1"": 16, ""3"": 21}",69776,5.93,143.71,24.21,1.4371,16.85,1,1284,1285
641,2026-01-25T20:07:54.294906,24.95,"{""Fast-Inference"": 0.4065603364016861, ""Standard-Inference"": 0.22237533549980107, ""Complex-Inference"": 0.18692593213723713, ""Ensemble-Inference"": 0.1841383959612756}",0.719,89,"{""0"": 39, ""3"": 20, ""1"": 16, ""2"": 14}",57911,6.21,147.26,23.7,1.6546,14.32,1,1286,1287
642,2026-01-25T20:08:06.135337,26.19,"{""Fast-Inference"": 0.37469725039730123, ""Standard-Inference"": 0.1937727181323061, ""Complex-Inference"": 0.21685186774521523, ""Ensemble-Inference"": 0.2146781637251774}",0.901,100,"{""0"": 39, ""2"": 16, ""3"": 23, ""1"": 22}",71198,5.93,143.93,24.27,1.4393,16.86,1,1288,1289
643,2026-01-25T20:08:18.323239,12.25,"{""Fast-Inference"": 0.3788238267363361, ""Standard-Inference"": 0.20347432278798538, ""Complex-Inference"": 0.22666815283104305, ""Ensemble-Inference"": 0.19103369764463557}",0.665,96,"{""2"": 23, ""0"": 35, ""3"": 18, ""1"": 20}",62068,6.23,146.79,23.57,1.5291,15.41,1,1290,1291
644,2026-01-25T20:08:30.111307,15.14,"{""Fast-Inference"": 0.3910249350092012, ""Standard-Inference"": 0.2330404072478396, ""Complex-Inference"": 0.17896255699569222, ""Ensemble-Inference"": 0.19697210074726695}",0.645,85,"{""1"": 18, ""3"": 19, ""0"": 38, ""2"": 10}",49341,5.9,140.26,23.75,1.6501,14.4,1,1292,1293
645,2026-01-25T20:08:42.093508,20.9,"{""Fast-Inference"": 0.43848256727031476, ""Standard-Inference"": 0.16803727278396016, ""Complex-Inference"": 0.22305653451553656, ""Ensemble-Inference"": 0.17042362543018852}",0.388,100,"{""3"": 12, ""2"": 17, ""0"": 45, ""1"": 26}",50429,5.93,139.02,23.44,1.3902,16.86,1,1294,1295
646,2026-01-25T20:08:54.286442,10.22,"{""Fast-Inference"": 0.4100837428661659, ""Standard-Inference"": 0.18831898287661752, ""Complex-Inference"": 0.19707372034036377, ""Ensemble-Inference"": 0.20452355391685292}",0.761,92,"{""3"": 24, ""1"": 18, ""0"": 30, ""2"": 20}",73096,6.22,153.72,24.71,1.6709,14.79,1,1296,1297
647,2026-01-25T20:09:06.131800,17.57,"{""Fast-Inference"": 0.4046428628532685, ""Standard-Inference"": 0.21598746493714427, ""Complex-Inference"": 0.1723287487695348, ""Ensemble-Inference"": 0.2070409234400523}",0.538,100,"{""1"": 25, ""3"": 21, ""0"": 47, ""2"": 7}",55160,5.93,142.11,23.96,1.4211,16.86,1,1298,1299
648,2026-01-25T20:09:18.319934,12.62,"{""Fast-Inference"": 0.3773233114035117, ""Standard-Inference"": 0.1825922737794655, ""Complex-Inference"": 0.20963129043950804, ""Ensemble-Inference"": 0.23045312437751472}",0.938,94,"{""1"": 18, ""2"": 18, ""0"": 42, ""3"": 16}",63957,6.22,146.49,23.54,1.5584,15.11,1,1300,1301
649,2026-01-25T20:09:30.116526,14.47,"{""Fast-Inference"": 0.43933186413876524, ""Standard-Inference"": 0.18129329598258187, ""Complex-Inference"": 0.19899029833216833, ""Ensemble-Inference"": 0.18038454154648462}",0.335,100,"{""0"": 45, ""3"": 17, ""1"": 16, ""2"": 22}",56603,5.93,143.49,24.19,1.4349,16.85,1,1302,1303
650,2026-01-25T20:09:42.331961,21.88,"{""Fast-Inference"": 0.3949476977006011, ""Standard-Inference"": 0.20973472366576612, ""Complex-Inference"": 0.18834530670647973, ""Ensemble-Inference"": 0.20697227192715298}",0.513,100,"{""2"": 15, ""0"": 37, ""1"": 28, ""3"": 20}",60502,6.24,152.59,24.47,1.5259,16.04,1,1304,1305
651,2026-01-25T20:09:54.356883,8.51,"{""Fast-Inference"": 0.4100953866744574, ""Standard-Inference"": 0.20797717311956151, ""Complex-Inference"": 0.1810422689205335, ""Ensemble-Inference"": 0.2008851712854475}",0.476,85,"{""3"": 18, ""0"": 39, ""1"": 17, ""2"": 11}",51384,6.21,155.14,24.99,1.8252,13.69,1,1306,1307
652,2026-01-25T20:10:06.305143,28.09,"{""Fast-Inference"": 0.43110318103633904, ""Standard-Inference"": 0.18224791650247466, ""Complex-Inference"": 0.17534494730327213, ""Ensemble-Inference"": 0.2113039551579141}",0.914,100,"{""0"": 48, ""2"": 11, ""3"": 24, ""1"": 17}",58994,6.24,149.46,23.95,1.4946,16.03,1,1308,1309
653,2026-01-25T20:10:18.111033,5.42,"{""Fast-Inference"": 0.36274660554058014, ""Standard-Inference"": 0.21370496417193974, ""Complex-Inference"": 0.21143861094498023, ""Ensemble-Inference"": 0.21210981934249984}",0.796,90,"{""3"": 19, ""1"": 18, ""0"": 31, ""2"": 22}",68325,5.91,139.15,23.53,1.5461,15.22,1,1310,1311
654,2026-01-25T20:10:30.126654,6.43,"{""Fast-Inference"": 0.3926154766844529, ""Standard-Inference"": 0.20288927975604787, ""Complex-Inference"": 0.20902607312233754, ""Ensemble-Inference"": 0.19546917043716158}",0.305,99,"{""0"": 47, ""3"": 15, ""2"": 21, ""1"": 16}",52144,5.93,142.24,23.99,1.4367,16.7,1,1312,1313
655,2026-01-25T20:10:42.317049,14.57,"{""Fast-Inference"": 0.38739274724907413, ""Standard-Inference"": 0.2285901992032491, ""Complex-Inference"": 0.19065752102156366, ""Ensemble-Inference"": 0.19335953252611296}",0.359,100,"{""1"": 23, ""0"": 36, ""3"": 23, ""2"": 18}",68954,6.23,148.88,23.88,1.4888,16.04,1,1314,1315
656,2026-01-25T20:10:54.369027,19.41,"{""Fast-Inference"": 0.3743967250638514, ""Standard-Inference"": 0.19988829219787885, ""Complex-Inference"": 0.20929117403342182, ""Ensemble-Inference"": 0.21642380870484793}",0.751,100,"{""3"": 21, ""0"": 36, ""2"": 22, ""1"": 21}",72135,6.24,150.5,24.13,1.505,16.03,1,1316,1317
657,2026-01-25T20:11:06.083924,29.51,"{""Fast-Inference"": 0.3851873916270052, ""Standard-Inference"": 0.19371839600904137, ""Complex-Inference"": 0.2235761590513845, ""Ensemble-Inference"": 0.19751805331256886}",0.79,100,"{""3"": 20, ""2"": 19, ""0"": 37, ""1"": 24}",67029,5.93,141.6,23.87,1.416,16.86,1,1318,1319
658,2026-01-25T20:11:18.078166,7.93,"{""Fast-Inference"": 0.3855665776165067, ""Standard-Inference"": 0.21403120834792735, ""Complex-Inference"": 0.1933415550139997, ""Ensemble-Inference"": 0.20706065902156637}",0.413,100,"{""0"": 43, ""2"": 20, ""1"": 19, ""3"": 18}",63347,5.93,142.72,24.05,1.4272,16.85,1,1320,1321
659,2026-01-25T20:11:30.294200,7.71,"{""Fast-Inference"": 0.4420016536990679, ""Standard-Inference"": 0.18616870036273908, ""Complex-Inference"": 0.18043579344199911, ""Ensemble-Inference"": 0.1913938524961939}",0.532,89,"{""2"": 16, ""0"": 41, ""3"": 18, ""1"": 14}",56590,6.22,147.61,23.73,1.6585,14.31,1,1322,1323
660,2026-01-25T20:11:42.133134,28.5,"{""Fast-Inference"": 0.3652173470329575, ""Standard-Inference"": 0.20165438824275886, ""Complex-Inference"": 0.23949946748621462, ""Ensemble-Inference"": 0.19362879723806903}",0.58,98,"{""1"": 18, ""2"": 18, ""0"": 43, ""3"": 19}",61887,5.93,141.26,23.83,1.4414,16.54,1,1324,1325
661,2026-01-25T20:11:54.324837,20.69,"{""Fast-Inference"": 0.4066943383319978, ""Standard-Inference"": 0.20507722269181916, ""Complex-Inference"": 0.18291963988619597, ""Ensemble-Inference"": 0.20530879908998706}",0.85,100,"{""3"": 30, ""0"": 29, ""2"": 19, ""1"": 22}",84764,6.23,156.97,25.18,1.5697,16.04,1,1326,1327
662,2026-01-25T20:12:06.338638,24.1,"{""Fast-Inference"": 0.4208958003776293, ""Standard-Inference"": 0.22767365824927793, ""Complex-Inference"": 0.17941320933648908, ""Ensemble-Inference"": 0.17201733203660383}",0.506,95,"{""0"": 38, ""2"": 18, ""1"": 24, ""3"": 15}",54846,6.22,150.69,24.21,1.5862,15.26,1,1328,1329
663,2026-01-25T20:12:18.114185,5.5,"{""Fast-Inference"": 0.418043420539371, ""Standard-Inference"": 0.20596842560292794, ""Complex-Inference"": 0.20291186327099464, ""Ensemble-Inference"": 0.17307629058670637}",0.58,85,"{""3"": 15, ""1"": 21, ""0"": 36, ""2"": 13}",51311,5.9,142.45,24.13,1.6759,14.4,1,1330,1331
